"""207579"",",Loma Negra Compania Industrial Argentina Sociedad Anonima,Materials,Construction Materials,Construction Materials,-0.873819608,,,
"""207512"",","Loop Industries, Inc",Materials,Commodity Chemicals,Chemicals,-0.191697436,,,
"""207480"",",Louisiana-Pacific Corporation,Materials,Forest Products,Paper & Forest Products,0.3680018518518518,,,
"""207111"",",Lundin Mining Corporation,Materials,Copper,Metals & Mining,-0.114453704,,,
"""191150"",",LyondellBasell Industries N.V,Materials,Commodity Chemicals,Chemicals,0.3031791666666666,,,
"""192331"",",MMG Limited,Materials,Diversified Metals & Mining,Metals & Mining,0.1134666666666666,,,
"""244697"",",MP Materials Corp,Materials,Diversified Metals & Mining,Metals & Mining,-0.538890414,,,
"""192315"",",Maanshan Iron & Steel Company Limited,Materials,Steel,Metals & Mining,0,,,
"""204418"",","Marrone Bio Innovations, Inc",Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.8807,,,
"""190241"",","Martin Marietta Materials, Inc",Materials,Construction Materials,Construction Materials,0.3225666666666666,,,
"""203863"",",Materion Corporation,Materials,Diversified Metals & Mining,Metals & Mining,0.7192828571428571,,,
"""245701"",",Mayville Engineering Co Inc,Materials,,Metals & Mining,0,,,
"""190798"",",Mechel PAO,Materials,Steel,Metals & Mining,0.4567722222222222,,,
"""191587"",",Mercer International Inc,Materials,Paper Products,Paper & Forest Products,0.2732,,,
"""204608"",",Mesabi Trust,Materials,Steel,Metals & Mining,-0.755334091,,,
"""195975"",",Metsa Board Oyj,Materials,Paper Products,Paper & Forest Products,0.2101,,,
"""203868"",",Minerals Technologies Inc,Materials,Specialty Chemicals,Chemicals,0.4285041666666667,,,
"""202018"",",Mitsubishi Chemical Holdings Corporation,Materials,Diversified Chemicals,Chemicals,0.5380545454545455,,,
"""190315"",",Mondi plc,Materials,Paper Products,Paper & Forest Products,0.278161761,,,
"""203932"",","Myers Industries, Inc",Materials,Metal & Glass Containers,Containers & Packaging,0.4598652777777778,,,
"""195831"",",NV Bekaert SA,Materials,Steel,Metals & Mining,0,,,
"""200196"",",Nan Ya Plastics Corporation,Materials,Commodity Chemicals,Chemicals,0.13545,,,
"""190355"",","Neenah, Inc",Materials,Paper Products,Paper & Forest Products,0.3558669326241137,,,
"""190551"",",NewMarket Corporation,Materials,Specialty Chemicals,Chemicals,-0.905705357,,,
"""190544"",",Newmont Corporation,Materials,Gold,Metals & Mining,0.3540741409266408,,,
"""192285"",",Newton Resources Ltd,Materials,Steel,Metals & Mining,0,,,
"""206702"",",Nexa Resources S.A,Materials,Diversified Metals & Mining,Metals & Mining,0.13631,,,
"""193587"",",Nine Dragons Paper (Holdings) Limited,Materials,Paper Products,Paper & Forest Products,0.1011054166666666,,,
"""200620"",",Nippon Steel Corporation,Materials,Steel,Metals & Mining,0.2056566666666666,,,
"""202013"",",Nissan Chemical Corporation,Materials,Diversified Chemicals,Chemicals,0.3093625,,,
"""200886"",",Nitto Denko Corporation,Materials,Specialty Chemicals,Chemicals,0.1109166666666666,,,
"""196244"",",Norsk Hydro ASA,Materials,Aluminum,Metals & Mining,0.090868269,,,
"""203859"",",Northern Dynasty Minerals Ltd,Materials,Diversified Metals & Mining,Metals & Mining,0.026476087,,,
"""207203"",",Northern Technologies International Corporation,Materials,Specialty Chemicals,Chemicals,0.038202,,,
"""190610"",",Nucor Corporation,Materials,Steel,Metals & Mining,0.3745585996336997,,,
"""207038"",",Nutrien Ltd,Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.4260737370163125,,,
"""243923"",",O-I Glass Inc,Materials,Metal & Glass Containers,Containers & Packaging,0.34,,,
"""195595"",",OCI N.V,Materials,Fertilizers & Agricultural Chemicals,Chemicals,0.3670916666666667,,,
"""204489"",",OMNOVA Solutions Inc,Materials,Specialty Chemicals,Chemicals,-0.054447727,,,
"""201852"",",Oji Holdings Corporation,Materials,Paper Products,Paper & Forest Products,0.2135109374999999,,,
"""190694"",",Olin Corporation,Materials,Commodity Chemicals,Chemicals,0.129277305,,,
"""190665"",","Olympic Steel, Inc",Materials,Steel,Metals & Mining,0.351,,,
"""205746"",",Orion Engineered Carbons S.A,Materials,Commodity Chemicals,Chemicals,0.5168999999999998,,,
"""208988"",",Ormet Corporation,Materials,Aluminum,Metals & Mining,0,,,
"""204839"",","Ossen Innovation Co., Ltd",Materials,Steel,Metals & Mining,0,,,
"""195929"",",Outokumpu Oyj,Materials,Steel,Metals & Mining,0.4060990909090908,,,
"""245090"",",POSCO Holdings Inc,Materials,Steel,Metals & Mining,0.3417142857142857,,,
"""191525"",","PPG Industries, Inc",Materials,Specialty Chemicals,Chemicals,0.4478414275956282,,,
"""197583"",",PT Indocement Tunggal Prakarsa Tbk,Materials,Construction Materials,Construction Materials,0,,,
"""202082"",",PTT Global Chemical Public Company Limited,Materials,Commodity Chemicals,Chemicals,0.7620468749999999,,,
"""190125"",",Packaging Corporation of America,Materials,Paper Packaging,Containers & Packaging,0.261205573,,,
"""244761"",",Pactiv Evergreen Inc,Materials,Paper Packaging,Containers & Packaging,0.2625630028735633,,,
"""193736"",",Palram Industries (1990) Ltd,Materials,Commodity Chemicals,Chemicals,0,,,
"""189758"",",Pan American Silver Corp,Materials,Silver,Metals & Mining,-0.3984,,,
"""206245"",",Paramount Gold Nevada Corp,Materials,Precious Metals & Minerals,Metals & Mining,0,,,
"""240283"",",Piedmont Lithium Ltd ADR,Materials,Gold,Metals & Mining,0,,,
"""204511"",","Pope Resources, A Delaware Limited Partnership",Materials,Forest Products,Paper & Forest Products,0.2320944444444444,,,
"""243945"",",Pope Talbot Inc,Materials,Paper Products,Paper & Forest Products,0,,,
"""206175"",",Quaker Chemical Corporation,Materials,Specialty Chemicals,Chemicals,0.3039333333333333,,,
"""191577"",",RPM International Inc,Materials,Specialty Chemicals,Chemicals,0.3724179487179486,,,
"""204321"",","Ramaco Resources, Inc",Materials,Steel,Metals & Mining,0.1860833333333333,,,
"""208725"",",Ranpak Holdings Corp,Materials,,Containers & Packaging,0.5953326510989012,,,
"""195141"",",Rayonier Advanced Materials Inc,Materials,Specialty Chemicals,Chemicals,0.70890162,,,
"""245306"",",ReTo Eco-Solutions Inc,Materials,Construction Materials,Construction Materials,-0.25,,,
"""191504"",",Reliance Steel & Aluminum Co,Materials,Steel,Metals & Mining,-0.4588,,,
"""191476"",",Resolute Forest Products Inc,Materials,Paper Products,Paper & Forest Products,-0.114628571,,,
"""193746"",",Rimoni Industries Ltd,Materials,Commodity Chemicals,Chemicals,0,,,
"""190559"",",Rio Tinto Group,Materials,Diversified Metals & Mining,Metals & Mining,0.010924906,,,
"""191392"",","Royal Gold, Inc",Materials,Gold,Metals & Mining,0.2038102564102564,,,
"""195161"",",Ryerson Holding Corporation,Materials,Steel,Metals & Mining,0.6302916666666666,,,
